id,sample_code,sample_location_name,collection_date,collector,sample_notes,dating_priority,age,age_error,calendar_age,calendar_error,lab_code,sample_coordinates_id,sample_site_id,transect_id,retreat_id
1,CE_08-010-forams,,,,,,,,,,,2,1,1,
